airline,airline ID,source airport,_from,destination airport,_to,codeshare,stops,equipment
2B,410,AER,airports/2965,KZN,airports/2990,,0,CR2
2B,410,ASF,airports/2966,KZN,airports/2990,,0,CR2
2B,410,ASF,airports/2966,MRV,airports/2962,,0,CR2
2B,410,CEK,airports/2968,KZN,airports/2990,,0,CR2
2B,410,CEK,airports/2968,OVB,airports/4078,,0,CR2
2B,410,DME,airports/4029,KZN,airports/2990,,0,CR2
2B,410,DME,airports/4029,NBC,airports/6969,,0,CR2
2B,410,DME,airports/4029,UUA,airports/6160,,0,CR2
2B,410,EGO,airports/6156,KGD,airports/2952,,0,CR2
2B,410,EGO,airports/6156,KZN,airports/2990,,0,CR2
2B,410,GYD,airports/2922,NBC,airports/6969,,0,CR2
2B,410,KGD,airports/2952,EGO,airports/6156,,0,CR2
2B,410,KZN,airports/2990,AER,airports/2965,,0,CR2
2B,410,KZN,airports/2990,ASF,airports/2966,,0,CR2
2B,410,KZN,airports/2990,CEK,airports/2968,,0,CR2
2B,410,KZN,airports/2990,DME,airports/4029,,0,CR2
2B,410,KZN,airports/2990,EGO,airports/6156,,0,CR2
2B,410,KZN,airports/2990,LED,airports/2948,,0,CR2
2B,410,KZN,airports/2990,SVX,airports/2975,,0,CR2
2B,410,LED,airports/2948,KZN,airports/2990,,0,CR2
2B,410,LED,airports/2948,NBC,airports/6969,,0,CR2
2B,410,LED,airports/2948,UUA,airports/6160,,0,CR2
2B,410,MRV,airports/2962,ASF,airports/2966,,0,CR2
2B,410,NBC,airports/6969,DME,airports/4029,,0,CR2
2B,410,NBC,airports/6969,GYD,airports/2922,,0,CR2
2B,410,NBC,airports/6969,LED,airports/2948,,0,CR2
2B,410,NBC,airports/6969,SVX,airports/2975,,0,CR2
2B,410,NJC,airports/2972,SVX,airports/2975,,0,CR2
2B,410,NJC,airports/2972,UUA,airports/6160,,0,CR2
2B,410,NUX,airports/4364,SVX,airports/2975,,0,CR2
2B,410,OVB,airports/4078,CEK,airports/2968,,0,CR2
2B,410,OVB,airports/4078,SVX,airports/2975,,0,CR2
2B,410,SVX,airports/2975,KZN,airports/2990,,0,CR2
2B,410,SVX,airports/2975,NBC,airports/6969,,0,CR2
2B,410,SVX,airports/2975,NJC,airports/2972,,0,CR2
2B,410,SVX,airports/2975,NUX,airports/4364,,0,CR2
2B,410,SVX,airports/2975,OVB,airports/4078,,0,CR2
2B,410,UUA,airports/6160,DME,airports/4029,,0,CR2
2B,410,UUA,airports/6160,LED,airports/2948,,0,CR2
2B,410,UUA,airports/6160,NJC,airports/2972,,0,CR2
2G,1654,BTK,airports/2936,IKT,airports/2937,,0,A81
2G,1654,BTK,airports/2936,OVB,airports/4078,,0,A81
2G,1654,CEK,airports/2968,OVB,airports/4078,,0,A81
2G,1654,HTA,airports/2935,IKT,airports/2937,,0,AN4
2G,1654,IKT,airports/2937,BTK,airports/2936,,0,A81
2G,1654,IKT,airports/2937,HTA,airports/2935,,0,AN4
2G,1654,IKT,airports/2937,ODO,airports/8944,,0,AN4
2G,1654,IKT,airports/2937,OVB,airports/4078,,0,A81
2G,1654,IKT,airports/2937,UKX,airports/6924,,0,AN4
2G,1654,IKT,airports/2937,ULK,airports/9026,,0,AN4
2G,1654,IKT,airports/2937,YKS,airports/2923,,0,A81
2G,1654,MJZ,airports/2925,OVB,airports/4078,,0,A81
2G,1654,ODO,airports/8944,IKT,airports/2937,,0,AN4
2G,1654,OVB,airports/4078,BTK,airports/2936,,0,A81
2G,1654,OVB,airports/4078,CEK,airports/2968,,0,A81
2G,1654,OVB,airports/4078,IKT,airports/2937,,0,A81
2G,1654,UKX,airports/6924,IKT,airports/2937,,0,AN4
2G,1654,ULK,airports/9026,IKT,airports/2937,,0,AN4
2G,1654,YKS,airports/2923,IKT,airports/2937,,0,A81
2I,8359,AYP,airports/2786,LIM,airports/2789,,0,142
2I,8359,CUZ,airports/2812,LIM,airports/2789,,0,142 141
2I,8359,CUZ,airports/2812,PEM,airports/2808,,0,142
2I,8359,HUU,airports/6067,LIM,airports/2789,,0,141
2I,8359,IQT,airports/2801,PCL,airports/2781,,0,143
2I,8359,IQT,airports/2801,TPP,airports/2806,,0,142
2I,8359,LIM,airports/2789,AYP,airports/2786,,0,142
2I,8359,LIM,airports/2789,CUZ,airports/2812,,0,142 141
2I,8359,LIM,airports/2789,HUU,airports/6067,,0,141
2I,8359,LIM,airports/2789,PCL,airports/2781,,0,143 146
2I,8359,LIM,airports/2789,TPP,airports/2806,,0,142 146
2I,8359,PCL,airports/2781,IQT,airports/2801,,0,143
2I,8359,PCL,airports/2781,LIM,airports/2789,,0,143 146
2I,8359,PCL,airports/2781,TPP,airports/2806,,0,146
2I,8359,PEM,airports/2808,CUZ,airports/2812,,0,142
2I,8359,TPP,airports/2806,IQT,airports/2801,,0,142
2I,8359,TPP,airports/2806,LIM,airports/2789,,0,142 146
2I,8359,TPP,airports/2806,PCL,airports/2781,,0,146
2J,470,ABJ,airports/253,BOY,airports/247,,0,CRJ
2J,470,ABJ,airports/253,OUA,airports/246,,0,E70 CRJ M87
2J,470,ACC,airports/248,OUA,airports/246,,0,CRJ
2J,470,BKO,airports/1044,ABJ,airports/253,,0,M87
2J,470,BKO,airports/1044,DKR,airports/1084,,0,M87
2J,470,BKO,airports/1044,OUA,airports/246,,0,CRJ
2J,470,BOY,airports/247,ABJ,airports/253,,0,CRJ
2J,470,BOY,airports/247,OUA,airports/246,,0,CRJ
2J,470,COO,airports/245,LFW,airports/298,,0,M87
2J,470,COO,airports/245,OUA,airports/246,,0,M87
2J,470,DKR,airports/1084,BKO,airports/1044,,0,M87
2J,470,DKR,airports/1084,OUA,airports/246,,0,M87
2J,470,LFW,airports/298,OUA,airports/246,,0,M87 CRJ
2J,470,NIM,airports/280,OUA,airports/246,,0,CRJ
2J,470,OUA,airports/246,ABJ,airports/253,,0,E70 CRJ M87
2J,470,OUA,airports/246,ACC,airports/248,,0,CRJ
2J,470,OUA,airports/246,BKO,airports/1044,,0,M87 CRJ
2J,470,OUA,airports/246,BOY,airports/247,,0,CRJ
2J,470,OUA,airports/246,COO,airports/245,,0,M87
2J,470,OUA,airports/246,DKR,airports/1084,,0,M87
2J,470,OUA,airports/246,LFW,airports/298,,0,CRJ
2J,470,OUA,airports/246,NIM,airports/280,,0,CRJ
2K,1338,BOG,airports/2709,GYE,airports/2673,,0,319
2K,1338,BOG,airports/2709,UIO,airports/2688,,0,319 320
2K,1338,CLO,airports/2715,GYE,airports/2673,,0,319
2K,1338,GYE,airports/2673,BOG,airports/2709,,0,319
2K,1338,GYE,airports/2673,CLO,airports/2715,,0,319
2K,1338,GYE,airports/2673,SCY,airports/6045,,0,319 320
2K,1338,GYE,airports/2673,UIO,airports/2688,,0,320 319
2K,1338,OCC,airports/2670,UIO,airports/2688,,0,319
2K,1338,SCY,airports/6045,GYE,airports/2673,,0,319 320
2K,1338,UIO,airports/2688,BOG,airports/2709,,0,319 320
2K,1338,UIO,airports/2688,GYE,airports/2673,,0,319
2K,1338,UIO,airports/2688,OCC,airports/2670,,0,319
2L,2750,BDS,airports/1506,ZRH,airports/1678,,0,100
2L,2750,BOD,airports/1264,ZRH,airports/1678,,0,100
2L,2750,BRS,airports/490,ZRH,airports/1678,,0,100
2L,2750,GVA,airports/1665,LPA,airports/1054,,0,319
2L,2750,LCA,airports/1197,ZRH,airports/1678,,0,319
2L,2750,LPA,airports/1054,ZRH,airports/1678,,0,319
2L,2750,RMF,airports/4197,ZRH,airports/1678,,0,319
2L,2750,TFS,airports/1056,GVA,airports/1665,,0,319
2L,2750,ZRH,airports/1678,BDS,airports/1506,,0,100
2L,2750,ZRH,airports/1678,BOD,airports/1264,,0,100
2L,2750,ZRH,airports/1678,BRS,airports/490,,0,100
2L,2750,ZRH,airports/1678,LCA,airports/1197,,0,319
2L,2750,ZRH,airports/1678,LPA,airports/1054,,0,319
2L,2750,ZRH,airports/1678,RMF,airports/4197,,0,319
2N,3652,AJR,airports/730,LYC,airports/719,,0,ATP
2N,3652,ARN,airports/737,GEV,airports/715,,0,ATP
2N,3652,ARN,airports/737,HAD,airports/709,,0,SF3
2N,3652,ARN,airports/737,JKG,airports/688,,0,ATP SF3
2N,3652,ARN,airports/737,KRF,airports/718,,0,ATP
2N,3652,ARN,airports/737,KSD,airports/5595,,0,SF3
2N,3652,ARN,airports/737,LYC,airports/719,,0,ATP
2N,3652,ARN,airports/737,MHQ,airports/442,,0,SF3
2N,3652,ARN,airports/737,OER,airports/722,,0,ATR
2N,3652,ARN,airports/737,POR,airports/448,,0,SF3
2N,3652,ARN,airports/737,TRF,airports/664,,0,SF3
2N,3652,ARN,airports/737,VBY,airports/746,,0,SF3 ATP
2N,3652,ARN,airports/737,VHM,airports/729,,0,SF3
2N,3652,ARN,airports/737,VXO,airports/711,,0,SF3
2N,3652,GEV,airports/715,ARN,airports/737,,0,ATP
2N,3652,GEV,airports/715,KRF,airports/718,,0,ATP
2N,3652,HAD,airports/709,ARN,airports/737,,0,SF3 ATP
2N,3652,HAD,airports/709,JKG,airports/688,,0,ATP SF3
2N,3652,HAD,airports/709,VXO,airports/711,,0,SF3
2N,3652,HMV,airports/5599,VHM,airports/729,,0,SF3
2N,3652,JKG,airports/688,ARN,airports/737,,0,ATP SF3
2N,3652,JKG,airports/688,HAD,airports/709,,0,ATP SF3
2N,3652,KOK,airports/435,POR,airports/448,,0,SF3
2N,3652,KRF,airports/718,ARN,airports/737,,0,ATP
2N,3652,KRF,airports/718,GEV,airports/715,,0,ATP
2N,3652,KSD,airports/5595,ARN,airports/737,,0,SF3
2N,3652,LYC,airports/719,AJR,airports/730,,0,ATP
2N,3652,LYC,airports/719,ARN,airports/737,,0,ATP
2N,3652,MHQ,airports/442,ARN,airports/737,,0,SF3
2N,3652,MHQ,airports/442,TKU,airports/460,,0,SF3
2N,3652,OER,airports/722,ARN,airports/737,,0,ATR
2N,3652,OSL,airports/644,VXO,airports/711,,0,SF3
2N,3652,POR,airports/448,ARN,airports/737,,0,SF3
2N,3652,POR,airports/448,KOK,airports/435,,0,SF3
2N,3652,TKU,airports/460,MHQ,airports/442,,0,SF3
2N,3652,TRF,airports/664,ARN,airports/737,,0,SF3
2N,3652,VBY,airports/746,ARN,airports/737,,0,SF3 ATP
2N,3652,VHM,airports/729,ARN,airports/737,,0,SF3
2N,3652,VHM,airports/729,HMV,airports/5599,,0,SF3
2N,3652,VXO,airports/711,ARN,airports/737,,0,SF3
2N,3652,VXO,airports/711,OSL,airports/644,,0,SF3
2O,146,ADQ,airports/3531,KLN,airports/7162,,0,BNI
2O,146,KLN,airports/7162,KYK,airports/7161,,0,BNI
2P,897,BSO,airports/6019,MNL,airports/2397,,0,DH4
2P,897,BXU,airports/4200,MNL,airports/2397,,0,320
2P,897,CBO,airports/2399,MNL,airports/2397,,0,320
2P,897,CGY,airports/2400,MNL,airports/2397,,0,320
2P,897,CRM,airports/6024,MNL,airports/2397,,0,DH4
2P,897,DGT,airports/2425,MNL,airports/2397,,0,320
2P,897,DWC,airports/8076,MNL,airports/2397,,0,330
2P,897,GES,airports/2402,MNL,airports/2397,Y,0,320
2P,897,KLO,airports/2430,MNL,airports/2397,,0,320
2P,897,LGP,airports/4203,MNL,airports/2397,,0,320
2P,897,MNL,airports/2397,BSO,airports/6019,,0,DH4
2P,897,MNL,airports/2397,BXU,airports/4200,,0,320
2P,897,MNL,airports/2397,CBO,airports/2399,,0,320
2P,897,MNL,airports/2397,CGY,airports/2400,,0,320
2P,897,MNL,airports/2397,CRM,airports/6024,,0,DH4
2P,897,MNL,airports/2397,DGT,airports/2425,,0,320
2P,897,MNL,airports/2397,DWC,airports/8076,,0,330
2P,897,MNL,airports/2397,GES,airports/2402,Y,0,320
2P,897,MNL,airports/2397,KLO,airports/2430,,0,320
2P,897,MNL,airports/2397,LGP,airports/4203,,0,320
2P,897,MNL,airports/2397,MPH,airports/2426,,0,DH3
2P,897,MNL,airports/2397,OZC,airports/4204,,0,320
2P,897,MNL,airports/2397,PPS,airports/2433,,0,320
2P,897,MNL,airports/2397,RXS,airports/6026,,0,320
2P,897,MNL,airports/2397,SUG,airports/6016,,0,DH4
2P,897,MNL,airports/2397,TUG,airports/6021,,0,DH4
2P,897,MNL,airports/2397,ZAM,airports/2404,,0,320
2P,897,MPH,airports/2426,MNL,airports/2397,,0,DH3
2P,897,OZC,airports/4204,MNL,airports/2397,,0,320
2P,897,PPS,airports/2433,MNL,airports/2397,,0,320
2P,897,RXS,airports/6026,MNL,airports/2397,,0,320
2P,897,SUG,airports/6016,MNL,airports/2397,,0,DH4
2P,897,TUG,airports/6021,MNL,airports/2397,,0,DH4
2P,897,ZAM,airports/2404,MNL,airports/2397,,0,320
2Z,1729,AUX,airports/7376,PMW,airports/4214,,0,AT7
2Z,1729,BRA,airports/7373,BSB,airports/2531,,0,AT7
2Z,1729,BRA,airports/7373,SSA,airports/2621,,0,AT7
2Z,1729,BSB,airports/2531,BRA,airports/7373,,0,AT7
2Z,1729,BSB,airports/2531,OPS,airports/7367,,0,AT7
2Z,1729,BSB,airports/2531,RAO,airports/2613,,0,AT7
2Z,1729,CAC,airports/2535,GRU,airports/2564,,0,AT7
2Z,1729,CGB,airports/2548,GYN,airports/2562,,0,AT7
2Z,1729,CGB,airports/2548,OPS,airports/7367,,0,AT7
2Z,1729,CGR,airports/2538,DOU,airports/7380,,0,AT7
2Z,1729,DOU,airports/7380,CGR,airports/2538,,0,AT7
2Z,1729,DOU,airports/7380,GRU,airports/2564,,0,AT7
2Z,1729,GIG,airports/2560,RAO,airports/2613,,0,AT7
2Z,1729,GRU,airports/2564,CAC,airports/2535,,0,AT7
2Z,1729,GRU,airports/2564,DOU,airports/7380,,0,AT7
2Z,1729,GRU,airports/2564,RAO,airports/2613,,0,AT7
2Z,1729,GRU,airports/2564,UBA,airports/2635,,0,AT7
2Z,1729,GRU,airports/2564,UDI,airports/2633,,0,AT7
2Z,1729,GRU,airports/2564,VDC,airports/6039,,0,AT7
2Z,1729,GYN,airports/2562,CGB,airports/2548,,0,AT7
2Z,1729,GYN,airports/2562,PMW,airports/4214,,0,AT7
2Z,1729,GYN,airports/2562,RAO,airports/2613,,0,AT7
2Z,1729,GYN,airports/2562,UDI,airports/2633,,0,AT7
2Z,1729,OPS,airports/7367,BSB,airports/2531,,0,AT7
2Z,1729,OPS,airports/7367,CGB,airports/2548,,0,AT7
2Z,1729,PLU,airports/2528,RAO,airports/2613,,0,AT7
2Z,1729,PMW,airports/4214,AUX,airports/7376,,0,AT7
2Z,1729,PMW,airports/4214,GYN,airports/2562,,0,AT7
2Z,1729,RAO,airports/2613,BSB,airports/2531,,0,AT7
2Z,1729,RAO,airports/2613,GIG,airports/2560,,0,AT7
2Z,1729,RAO,airports/2613,GRU,airports/2564,,0,AT7
2Z,1729,RAO,airports/2613,GYN,airports/2562,,0,AT7
2Z,1729,RAO,airports/2613,PLU,airports/2528,,0,AT7
2Z,1729,RAO,airports/2613,SJP,airports/2619,,0,AT7
2Z,1729,RAO,airports/2613,UDI,airports/2633,,0,AT7
2Z,1729,SJP,airports/2619,RAO,airports/2613,,0,AT7
2Z,1729,SSA,airports/2621,BRA,airports/7373,,0,AT7
2Z,1729,SSA,airports/2621,VDC,airports/6039,,0,AT7
2Z,1729,UBA,airports/2635,GRU,airports/2564,,0,AT7
2Z,1729,UBA,airports/2635,UDI,airports/2633,,0,AT7
2Z,1729,UDI,airports/2633,GRU,airports/2564,,0,AT7
2Z,1729,UDI,airports/2633,GYN,airports/2562,,0,AT7
2Z,1729,UDI,airports/2633,RAO,airports/2613,,0,AT7
2Z,1729,UDI,airports/2633,UBA,airports/2635,,0,AT7
2Z,1729,VDC,airports/6039,GRU,airports/2564,,0,AT7
2Z,1729,VDC,airports/6039,SSA,airports/2621,,0,AT7
3E,10739,BRL,airports/5726,ORD,airports/3830,,0,CNC
3E,10739,BRL,airports/5726,STL,airports/3678,,0,CNC
3E,10739,DEC,airports/4042,ORD,airports/3830,,0,CNC
3E,10739,DEC,airports/4042,STL,airports/3678,,0,CNC
3E,10739,JBR,airports/3591,STL,airports/3678,,0,CNC
3E,10739,ORD,airports/3830,BRL,airports/5726,,0,CNC
3E,10739,ORD,airports/3830,DEC,airports/4042,,0,CNC
3E,10739,STL,airports/3678,BRL,airports/5726,,0,CNC
3E,10739,STL,airports/3678,DEC,airports/4042,,0,CNC
3E,10739,STL,airports/3678,JBR,airports/3591,,0,CNC
3F,16262,KTN,airports/3808,MTM,airports/7146,,0,DHP
3F,16262,MTM,airports/7146,KTN,airports/3808,,0,DHP
3G,595,ACC,airports/248,DKR,airports/1084,,0,319
3G,595,ACC,airports/248,LOS,airports/273,,0,319
3G,595,ACC,airports/248,ROB,airports/1063,,0,319
3G,595,BCN,airports/1218,BJL,airports/1050,,0,319
3G,595,BJL,airports/1050,BCN,airports/1218,,0,319
3G,595,BJL,airports/1050,DKR,airports/1084,,0,319
3G,595,BJL,airports/1050,FNA,airports/1059,,0,319
3G,595,CKY,airports/4162,OXB,airports/5665,,0,319
3G,595,DKR,airports/1084,ACC,airports/248,,0,319
3G,595,DKR,airports/1084,BJL,airports/1050,,0,319
3G,595,DKR,airports/1084,DLA,airports/897,,0,319
3G,595,DKR,airports/1084,FNA,airports/1059,,0,319
3G,595,DKR,airports/1084,LOS,airports/273,,0,319
3G,595,DKR,airports/1084,OXB,airports/5665,,0,319
3G,595,DLA,airports/897,DKR,airports/1084,,0,319
3G,595,DLA,airports/897,LOS,airports/273,,0,319
3G,595,FNA,airports/1059,BJL,airports/1050,,0,319
3G,595,FNA,airports/1059,DKR,airports/1084,,0,319
3G,595,FNA,airports/1059,LGW,airports/502,,0,319
3G,595,FNA,airports/1059,ROB,airports/1063,,0,319
3G,595,LGW,airports/502,FNA,airports/1059,,0,319
3G,595,LOS,airports/273,ACC,airports/248,,0,319
3G,595,LOS,airports/273,DKR,airports/1084,,0,319
3G,595,LOS,airports/273,DLA,airports/897,,0,319
3G,595,LOS,airports/273,ROB,airports/1063,,0,319
3G,595,OXB,airports/5665,CKY,airports/4162,,0,319
3G,595,OXB,airports/5665,DKR,airports/1084,,0,319
3G,595,ROB,airports/1063,ACC,airports/248,,0,319
3G,595,ROB,airports/1063,FNA,airports/1059,,0,319
3G,595,ROB,airports/1063,LOS,airports/273,,0,319
3H,\N,AKV,airports/5506,YIK,airports/5504,,0,DH8
3H,\N,AKV,airports/5506,YPX,airports/6727,,0,DH8
3H,\N,XGR,airports/5512,YVP,airports/154,,0,DHT BET
3H,\N,YGL,airports/62,YGW,airports/5496,,0,DHT
3H,\N,YGL,airports/62,YPX,airports/6727,,0,73M
3H,\N,YGL,airports/62,YUL,airports/146,,0,73M
3H,\N,YGW,airports/5496,YGL,airports/62,,0,DHT
3H,\N,YGW,airports/5496,YPH,airports/5520,,0,BET
3H,\N,YGW,airports/5496,YSK,airports/5529,,0,DH8
3H,\N,YGW,airports/5496,YUD,airports/5515,,0,DH8
3H,\N,YGW,airports/5496,YUL,airports/146,,0,DH8
3H,\N,YGW,airports/5496,YUY,airports/149,,0,DH8
3H,\N,YIK,airports/5504,AKV,airports/5506,,0,DH8
3H,\N,YIK,airports/5504,YZG,airports/5535,,0,DH8
3H,\N,YKG,airports/5481,YPJ,airports/5508,,0,DHT DH8
3H,\N,YKG,airports/5481,YQC,airports/5499,,0,DH8
3H,\N,YKG,airports/5481,YVP,airports/154,,0,DH8 DHT
3H,\N,YKL,airports/80,YQB,airports/111,,0,DH8
3H,\N,YKL,airports/80,YVP,airports/154,,0,DH8 BET
3H,\N,YKL,airports/80,YWK,airports/161,,0,BET
3H,\N,YKL,airports/80,YZV,airports/202,,0,BET DH8
3H,\N,YPH,airports/5520,YPX,airports/6727,,0,DH8 BET
3H,\N,YPH,airports/5520,YUD,airports/5515,,0,DH8
3H,\N,YPH,airports/5520,YVP,airports/154,,0,BET
3H,\N,YPJ,airports/5508,YKG,airports/5481,,0,DHT DH8
3H,\N,YPJ,airports/5508,YTQ,airports/6728,,0,DHT DH8
3H,\N,YPJ,airports/5508,YVP,airports/154,,0,DHT
3H,\N,YPX,airports/6727,AKV,airports/5506,,0,DH8
3H,\N,YPX,airports/6727,YGL,airports/62,,0,73M
3H,\N,YPX,airports/6727,YPH,airports/5520,,0,DH8
3H,\N,YPX,airports/6727,YVP,airports/154,,0,BET
3H,\N,YQB,airports/111,YKL,airports/80,,0,DH8
3H,\N,YQB,airports/111,YUL,airports/146,,0,DH8
3H,\N,YQC,airports/5499,YKG,airports/5481,,0,DH8
3H,\N,YQC,airports/5499,YWB,airports/7253,,0,DH8
3H,\N,YSK,airports/5529,YGW,airports/5496,,0,DH8
3H,\N,YSK,airports/5529,YUD,airports/5515,,0,DH8
3H,\N,YTQ,airports/6728,YPJ,airports/5508,,0,DHT DH8
3H,\N,YTQ,airports/6728,YVP,airports/154,,0,DHT DH8
3H,\N,YUD,airports/5515,YGW,airports/5496,,0,DH8
3H,\N,YUD,airports/5515,YPH,airports/5520,,0,DH8
3H,\N,YUD,airports/5515,YSK,airports/5529,,0,DH8
3H,\N,YUL,airports/146,YGL,airports/62,,0,73M
3H,\N,YUL,airports/146,YGW,airports/5496,,0,DH8
3H,\N,YUL,airports/146,YQB,airports/111,,0,DH8
3H,\N,YUL,airports/146,YUY,airports/149,,0,DH8
3H,\N,YUY,airports/149,YGW,airports/5496,,0,DH8
3H,\N,YUY,airports/149,YUL,airports/146,,0,DH8
3H,\N,YVP,airports/154,XGR,airports/5512,,0,DHT BET
3H,\N,YVP,airports/154,YGW,airports/5496,,0,BET
3H,\N,YVP,airports/154,YKG,airports/5481,,0,DH8
3H,\N,YVP,airports/154,YKL,airports/80,,0,DH8 BET
3H,\N,YVP,airports/154,YPH,airports/5520,,0,BET
3H,\N,YVP,airports/154,YPJ,airports/5508,,0,DHT
3H,\N,YVP,airports/154,YPX,airports/6727,,0,BET
3H,\N,YVP,airports/154,YTQ,airports/6728,,0,DHT DH8
3H,\N,YWB,airports/7253,YQC,airports/5499,,0,DH8
3H,\N,YWB,airports/7253,YZG,airports/5535,,0,DH8
3H,\N,YWK,airports/161,YKL,airports/80,,0,BET
3H,\N,YWK,airports/161,YZV,airports/202,,0,BET
3H,\N,YZG,airports/5535,YIK,airports/5504,,0,DH8
3H,\N,YZG,airports/5535,YWB,airports/7253,,0,DH8
3H,\N,YZV,airports/202,YKL,airports/80,,0,BET DH8
3H,\N,YZV,airports/202,YWK,airports/161,,0,BET
3J,5521,JIB,airports/4119,DXB,airports/2188,,0,737
3J,5521,JIB,airports/4119,JED,airports/2072,,0,737
3J,5521,JIB,airports/4119,MGQ,airports/5687,,0,737
3J,5521,MGQ,airports/5687,NBO,airports/4059,,0,737
3J,5521,NBO,airports/4059,MGQ,airports/5687,,0,737
3K,3021,BKK,airports/3885,SIN,airports/3316,,0,320
3K,3021,DRW,airports/3999,SIN,airports/3316,,0,320
3K,3021,HAK,airports/4120,SIN,airports/3316,,0,320
3K,3021,HGH,airports/3386,SIN,airports/3316,,0,320
3K,3021,HKG,airports/3077,SIN,airports/3316,,0,320
3K,3021,HKT,airports/3179,SIN,airports/3316,,0,320
3K,3021,KIX,airports/3992,MNL,airports/2397,,0,320
3K,3021,KIX,airports/3992,TPE,airports/2276,,0,320
3K,3021,KUL,airports/3304,SIN,airports/3316,,0,320
3K,3021,MNL,airports/2397,KIX,airports/3992,,0,320
3K,3021,MNL,airports/2397,SIN,airports/3316,,0,320
3K,3021,PEN,airports/3308,SIN,airports/3316,,0,320
3K,3021,PER,airports/3351,SIN,airports/3316,,0,320
3K,3021,PNH,airports/3034,SIN,airports/3316,,0,320
3K,3021,REP,airports/3035,SIN,airports/3316,,0,320
3K,3021,RGN,airports/3239,SIN,airports/3316,,0,320
3K,3021,SGN,airports/3205,SIN,airports/3316,,0,320
3K,3021,SIN,airports/3316,BKK,airports/3885,,0,320
3K,3021,SIN,airports/3316,DRW,airports/3999,,0,320
3K,3021,SIN,airports/3316,HAK,airports/4120,,0,320
3K,3021,SIN,airports/3316,HGH,airports/3386,,0,320
3K,3021,SIN,airports/3316,HKG,airports/3077,,0,320
3K,3021,SIN,airports/3316,HKT,airports/3179,,0,320
3K,3021,SIN,airports/3316,KUL,airports/3304,,0,320
3K,3021,SIN,airports/3316,MNL,airports/2397,,0,320
3K,3021,SIN,airports/3316,PEN,airports/3308,,0,320
3K,3021,SIN,airports/3316,PER,airports/3351,,0,320
3K,3021,SIN,airports/3316,PNH,airports/3034,,0,320
3K,3021,SIN,airports/3316,REP,airports/3035,,0,320
3K,3021,SIN,airports/3316,RGN,airports/3239,,0,320
3K,3021,SIN,airports/3316,SGN,airports/3205,,0,320
3K,3021,SIN,airports/3316,SWA,airports/4302,,0,320
3K,3021,SIN,airports/3316,TPE,airports/2276,,0,320
3K,3021,SWA,airports/4302,SIN,airports/3316,,0,320
3K,3021,TPE,airports/2276,KIX,airports/3992,,0,320
3K,3021,TPE,airports/2276,SIN,airports/3316,,0,320
3L,2916,ACH,airports/1679,EBA,airports/1558,,0,DH3
3L,2916,DRS,airports/338,ZRH,airports/1678,,0,DH3
3L,2916,DUS,airports/345,FDH,airports/382,,0,DH3
3L,2916,EBA,airports/1558,ACH,airports/1679,,0,DH3
3L,2916,EBA,airports/1558,FDH,airports/382,,0,DH3
3L,2916,EBA,airports/1558,MUC,airports/346,,0,DH3
3L,2916,EBA,airports/1558,ZRH,airports/1678,,0,DH3
3L,2916,FDH,airports/382,DUS,airports/345,,0,DH3
3L,2916,FDH,airports/382,EBA,airports/1558,,0,DH3
3L,2916,FDH,airports/382,HAM,airports/342,,0,AT7
3L,2916,FDH,airports/382,OLB,airports/1520,,0,AT7
3L,2916,FDH,airports/382,TXL,airports/351,,0,AT7
3L,2916,FDH,airports/382,ZAD,airports/1209,,0,AT7
3L,2916,FMM,airports/3986,NAP,airports/1561,,0,AT7
3L,2916,GRZ,airports/1609,ZRH,airports/1678,,0,DH3
3L,2916,HAM,airports/342,FDH,airports/382,,0,AT7
3L,2916,MUC,airports/346,EBA,airports/1558,,0,DH3
3L,2916,NAP,airports/1561,FMM,airports/3986,,0,AT7
3L,2916,OLB,airports/1520,FDH,airports/382,,0,AT7
3L,2916,SZG,airports/1612,ZRH,airports/1678,,0,DH3
3L,2916,TXL,airports/351,FDH,airports/382,,0,AT7
3L,2916,ZAD,airports/1209,FDH,airports/382,,0,AT7
3L,2916,ZRH,airports/1678,DRS,airports/338,,0,DH3
3L,2916,ZRH,airports/1678,EBA,airports/1558,,0,DH3
3L,2916,ZRH,airports/1678,GRZ,airports/1609,,0,DH3
3L,2916,ZRH,airports/1678,SZG,airports/1612,,0,DH3
3M,20710,ATL,airports/3682,LWB,airports/6958,,0,SF3
3M,20710,ATL,airports/3682,MCN,airports/3754,,0,SF3
3M,20710,ATL,airports/3682,MEI,airports/4335,,0,SF3
3M,20710,ATL,airports/3682,MSL,airports/5756,,0,SF3
3M,20710,ATL,airports/3682,PIB,airports/5759,,0,SF3
3M,20710,ATL,airports/3682,TUP,airports/5773,,0,SF3
3M,20710,BIM,airports/1937,FLL,airports/3533,,0,SF3
3M,20710,ELH,airports/1943,FLL,airports/3533,,0,SF3
3M,20710,ELH,airports/1943,PBI,airports/3722,,0,SF3
3M,20710,EYW,airports/3875,FLL,airports/3533,,0,SF3
3M,20710,EYW,airports/3875,RSW,airports/3793,,0,SF3
3M,20710,EYW,airports/3875,TPA,airports/3646,,0,SF3
3M,20710,FLL,airports/3533,BIM,airports/1937,,0,SF3
3M,20710,FLL,airports/3533,ELH,airports/1943,,0,SF3
3M,20710,FLL,airports/3533,EYW,airports/3875,,0,SF3
3M,20710,FLL,airports/3533,FPO,airports/1948,,0,SF3
